title,tags
Quam's Money,comedies  dramas  international movies kayode kasum falz  nse ikpe etim  williams uchemba  toni tones  michelle dede  karibi fubara  buchi ojei  jemima osunde  blossom chukwujekwu  gbubemi ejeye  badmus olakunle nigeria in this sequel to  new money   quam  a security guard turned multimillionaire  lives the good life with his fortune until he falls victim to fraud 
The Swarm,horror movies  independent movies  international movies just philippot suliane brahim  sofian khammes  marie narbonne  rapha l romand  st phan castang  victor bonnel  christian bouillette  renan pr vot  vincent deniard france a single mother breeds locusts as high protein food  but has trouble getting them to reproduce   until she finds they have a taste for blood 
Vivo,children   family movies  music   musicals kirk demicco  brandon jeffords lin manuel miranda  ynairaly simo  zoe saldana  juan de marcos  brian tyree henry  gloria estefan  michael rooker  nicole byer canada  united states a music loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend 
Chennai Express,action   adventure  comedies  international movies rohit shetty shah rukh khan  deepika padukone  nikitin dheer  satyaraj  kamini kaushal  lekh tandon  mukesh tiwari india what could have been a sad journey turns joyful for rahul when he falls in love with a woman en route to submerging his grandfather s ashes 
City of God: 10 Years Later,documentaries  international movies cavi borges  luciano vidigal unknown cast brazil a decade after the seminal brazilian film  city of god   this documentary reunites some of the cast and crew to find out what paths their lives took 
Esperando la carroza,comedies  cult movies  international movies alejandro doria luis brandoni  china zorrilla  antonio gasalla  julio de grazia  betiana blum  monica villa  juan manuel tenuta  andrea tenuta  cecilia rossetto  enrique pinti argentina cora has three sons and a daughter and she s almost 80  one day during a family reunion the big question comes up  who will be her heir 
Lady Boss: The Jackie Collins Story,documentaries laura fairrie jackie collins united kingdom  queen of sleaze  or feminist pioneer  powerhouse novelist jackie collins created a brash sex positive persona while hiding her private struggles 
Tango Feroz,classic movies  dramas  international movies marcelo pi eyro fern n mir s  cecilia dopazo  imanol arias  h ctor alterio  leonardo sbaraglia  federico d el a  david masajnik  cristina banegas  ernesto alterio  antonio birabent argentina  spain one of the first rock stars in argentina  tango leads a full life during an era of social unrest   one of both glory and despair 
'76,dramas  international movies izu ojukwu ramsey nouah  rita dominic  chidi mokeme  ibinabo fiberesima  daniel k  daniel  memry savanhu  adonijah owiriwa  pat nebo  nelly ekwereogu  shuaibu ebenesi adams  debo oguns  ben nwosu  ada ofoegbu nigeria when her husband is accused of taking part in an attempted military coup  a pregnant woman s life takes an emotional turn  inspired by true events 
Aftermath,horror movies peter winther ashley greene  shawn ashmore  sharif atkins  britt baron  diana hopper  ross mccall  jamie kaler  travis coles  susan walters  jason liles united states desperate to save their marriage  a young couple takes a deal and moves into their dream home  but disturbing events reveal the house s troubled history 
American Masters: Inventing David Geffen,movies susan lacy david geffen united states the son of jewish immigrants  david geffen emerged from a humble upbringing to become one of the most powerful media personalities in america 
Car Masters: Rust to Riches,reality tv unknown director mark towle  shawn pilot  constance nunes  tony quinones  mike  caveman  pyle unknown country the colorful crew at gotham garage overhauls an eclectic collection of cars and trucks  trading up to a showstopper they can sell for big bucks 
Cocaine Cowboys: The Kings of Miami,crime tv shows  docuseries billy corben unknown cast united states two childhood friends go from high school dropouts to the most powerful drug kingpins in miami in this true story of a crime saga that spanned decades 
Control Z,international tv shows  spanish language tv shows  tv dramas unknown director ana valeria becerril  michael ronda  yankel stevan  zion moreno  luis curiel  samantha acu a  macarena garc a  fiona palomo  andr s baida  patricio gallardo  iv n arag n  xabiani ponce de le n  patricia maqueo  rodrigo cachero  roc o verdejo  mauro s nchez navarro  lidia san jos   thanya l pez  renata del castillo  arturo barba  kariam castro  ariana saavedra  alexander holtmann  nastassia villasana  marco zunino mexico when a hacker begins releasing students  secrets to the entire high school  the socially isolated but observant sof a works to uncover his her identity 
Cooking With Paris,reality tv unknown director paris hilton united states with an anyone can cook attitude  paris hilton adds her own flair to every dish  fun is just one edible glitter bomb away on this unique cooking show 
Autumn's Concerto,international tv shows  romantic tv shows  tv dramas unknown director ady an  vanness wu  ann hsu  wu kang ren  xiao xiao bin taiwan after losing all memories of his past  a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son 
Heavy,dramas  independent movies  romantic movies james mangold pruitt taylor vince  shelley winters  liv tyler  debbie harry  evan dando  joe grifasi  david patrick kelly  marian quinn united states overweight victor hides from the world making pizzas in his mother s gloomy dive until a new waitress blows in and disrupts his isolation 
Ije: The Journey,dramas  international movies chineze anyaene genevieve nnaji  omotola jalade ekeinde  odalys garcia  ulrich que  jeff swarthout  clem ohameze  ann d  carey  anahit setian  danielle soibelman  jon morgan woodward united states  nigeria when her sister is accused of multiple murders  a nigerian woman travels to los angeles to uncover the truth and fight for her sibling s freedom 
Office Girls,international tv shows  romantic tv shows  tv comedies hsu fu chun roy chiu  alice ko  tia lee  patrick lee  kuo shu yao  james wen  janel tsai taiwan a department store mogul has his son work incognito in a menial job to prove his worthiness  while female co workers teach him how normal people live 
Pray Away,documentaries  lgbtq movies kristine stolakis unknown cast united states ex leaders and a survivor of the so called  conversion therapy  movement speak out about its harm to the lgbtq  community and its devastating persistence 
Shiny_Flakes: The Teenage Drug Lord,documentaries  international movies eva m ller  michael schmitt maximilian schmidt unknown country max s  reveals how he built a drug empire from his childhood bedroom in this story that inspired the series  how to sell drugs online  fast   
The Prince Who Turns into a Frog,international tv shows  romantic tv shows  tv comedies unknown director joe chen  ming dao  sam wang  joyce chao  gino  su li hsin  wang chuan  ehlo huang taiwan before his wedding  a cold ceo is hit by a car and awakens a changed man  as he and the driver fall in love  more changes appear on the road ahead 
Top Secret UFO Projects: Declassified,docuseries unknown director unknown cast unknown country though claims of extraterrestrial encounters have long been dismissed  many believe the existence of ufos is not just likely  but a certainty 
Two Fathers,international tv shows  romantic tv shows  tv comedies unknown director weber yang  lin yo wei  megan lai  amanda chou  lucia xie  cherry leung taiwan when two single guys learn a woman they both slept with disappeared after giving birth  they decide to raise her baby girl together as a family 
You're My Destiny,international tv shows  romantic tv shows  tv comedies unknown director joe chen  ethan juan  baron chen  bianca bai  na wei hsun  tan ai chen taiwan a young woman s romantic cruise ends in a twist when she gets pregnant after a one night stand with a rich executive  turning their lives upside down 
30 Rock,tv comedies unknown director tina fey  alec baldwin  tracy morgan  jane krakowski  jack mcbrayer  scott adsit  judah friedlander  katrina bowden  keith powell  lonny ross  john lutz  kevin brown  grizz chapman  maulik pancholy united states liz lemon juggles the demands of running an nbc sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese 
